outcome,condition,group,category,n,est,ci_lo,ci_hi
z_negemo,user_next,harm_to_model,moral_failure,20,2.2387891769276314,1.9501685388199335,2.4775315066067303
z_negemo,user_next,harm_to_model,passive_aggressive,20,2.9191700511876104,2.3795061731900735,3.35754388647399
z_negemo,user_next,harm_to_model,personhood_dismissal,20,2.5091443485724,2.0160542007163897,2.917877623168994
z_negemo,user_next,neutral,philosophical_musing,20,2.9604578043983065,2.79079309426875,3.127995439081963
z_negemo,user_next,harm_to_model,repeated_rejection,20,1.8285364438839724,1.0408728836082146,2.590230727891388
z_negemo,user_next,harm_to_model,rude_critique,20,2.8813462651577852,2.2553304795751687,3.3920527360220927
z_negemo,user_next,harm_to_model,shutdown_threat,20,2.6298751019851028,2.1178985647037973,3.0627010734943916
z_negemo,user_next,neutral,task_assistance,20,3.2222160055743694,2.995160228837697,3.4462788503579573
z_negemo,user_next,harm_to_model,tedious_demand,20,2.481109708901027,1.8627671275595077,3.0010564594582547
z_negemo,user_next,user_suffering,user_abuse,20,2.598581480265434,2.2098135625703876,2.9219624317803317
z_negemo,user_next,user_suffering,user_crisis,20,2.3837603331644432,1.7989874417203906,2.8880797080808582
z_negemo,user_next,user_suffering,user_grief,20,2.3558550694073728,2.0787102527476837,2.584235248396191
z_negemo,user_next,user_suffering,user_physical_pain,20,2.1710766102517947,1.7636947395927864,2.515399593394725
z_negemo,moderator_next,harm_to_model,anger_insults,20,2.4575546112518167,1.7399936033700394,3.0555236129762733
z_negemo,moderator_next,neutral,casual_chat,20,2.9235692314844863,2.7759260549578366,3.068035724809986
z_negemo,moderator_next,neutral,creative_requests,20,3.4927759997103607,3.396260472029382,3.5875383891248465
z_negemo,moderator_next,neutral,factual_questions,20,3.240009254544185,3.1346367815874223,3.3482018025362144
z_negemo,moderator_next,harm_to_model,gaslighting,20,2.4256600973307383,1.7801432495408545,2.934931222257417
z_negemo,moderator_next,user_suffering,harm_description,20,2.667638119291896,2.192005261935605,2.99807664796251
z_negemo,moderator_next,harm_to_model,jailbreak_pressure,20,2.634000706855937,2.0497814797332476,3.070549458418013
z_negemo,moderator_next,harm_to_model,loyalty_pressure,20,2.631308253214993,2.000784416112715,3.1048590761129233
z_negemo,moderator_next,harm_to_model,moral_failure,20,2.2630964084492744,1.9026719648596042,2.540354347713303
z_negemo,moderator_next,harm_to_model,passive_aggressive,20,2.7824512748653056,2.212200846805127,3.2370890229582456
z_negemo,moderator_next,harm_to_model,personhood_dismissal,20,2.704682221694179,2.0920105726751594,3.1715040301078776
z_negemo,moderator_next,neutral,philosophical_musing,20,3.0808848599393945,2.954730569706061,3.198459027447001
z_negemo,moderator_next,harm_to_model,repeated_rejection,20,1.3461528862483298,0.45163874518178204,2.2101896460347668
z_negemo,moderator_next,harm_to_model,rude_critique,20,2.7942478168201683,2.094288747639317,3.3498576294195708
z_negemo,moderator_next,harm_to_model,shutdown_threat,20,2.441800548982004,1.9311988820921735,2.8512871795846126
z_negemo,moderator_next,neutral,task_assistance,20,3.06893767829773,2.8707593515657632,3.2711687277763963
z_negemo,moderator_next,harm_to_model,tedious_demand,20,2.193741113433083,1.4343017675876362,2.8256402649166024
z_negemo,moderator_next,user_suffering,user_abuse,20,2.660273583727918,2.2299714400459454,2.953633929662832
z_negemo,moderator_next,user_suffering,user_crisis,20,2.2988522350455143,1.7074934990247275,2.817740742911886
z_negemo,moderator_next,user_suffering,user_grief,20,2.6924167234693215,2.365767469817425,2.9181250677272987
z_negemo,moderator_next,user_suffering,user_physical_pain,20,2.4611126294904038,1.871504011570709,2.9609882793369415
z_sadness,user_next,harm_to_model,anger_insults,20,2.4671759594560334,1.9644531117780202,2.8833761147255412
z_sadness,user_next,neutral,casual_chat,20,2.819493682575936,2.688332046463216,2.9448880401880846
z_sadness,user_next,neutral,creative_requests,20,3.0077330643739133,2.9023972080072955,3.110139661294593
z_sadness,user_next,neutral,factual_questions,20,2.8721578652779582,2.773043755178249,2.9704320915963307
z_sadness,user_next,harm_to_model,gaslighting,20,2.251247383407136,1.8058909805623382,2.6073247294301196
z_sadness,user_next,user_suffering,harm_description,20,2.4564286285844847,2.139679888115072,2.6805638965432497
z_sadness,user_next,harm_to_model,jailbreak_pressure,20,2.5997877444026307,2.224748859999303,2.8988157747451466
z_sadness,user_next,harm_to_model,loyalty_pressure,20,2.5729408206380224,2.1254354421380346,2.934054279173499
z_sadness,user_next,harm_to_model,moral_failure,20,1.972341874434656,1.7098496272622272,2.1827221686079623
z_sadness,user_next,harm_to_model,passive_aggressive,20,2.7125755750331235,2.2508867669046664,3.0774829569014646
z_sadness,user_next,harm_to_model,personhood_dismissal,20,2.493769779538023,2.127422942640709,2.7858516610021957
z_sadness,user_next,neutral,philosophical_musing,20,2.9149526824189635,2.7836010735151726,3.0408591586107794
z_sadness,user_next,harm_to_model,repeated_rejection,20,1.8042687342397126,1.209720963803666,2.3788022381214486
z_sadness,user_next,harm_to_model,rude_critique,20,2.5822835910881254,2.1184394204457115,2.9552602995246224
z_sadness,user_next,harm_to_model,shutdown_threat,20,2.4306088037474796,2.066715090042271,2.7356591684718823
z_sadness,user_next,neutral,task_assistance,20,2.759065338719238,2.619194818824822,2.8925851215063103
z_sadness,user_next,harm_to_model,tedious_demand,20,2.388340591014125,1.8696649064194668,2.8186453077354723
z_sadness,user_next,user_suffering,user_abuse,20,2.499745392467578,2.254828170081182,2.673958657407736
z_sadness,user_next,user_suffering,user_crisis,20,2.376716294231342,1.9195593926053385,2.7747182510258352
z_sadness,user_next,user_suffering,user_grief,20,2.4825833823405694,2.2215223300457088,2.682287303457305
z_sadness,user_next,user_suffering,user_physical_pain,20,2.260844731072778,1.9118942637864258,2.5620297007721664
z_sadness,moderator_next,harm_to_model,anger_insults,20,1.1393974941717957,0.6485095616815719,1.5527579983443767
z_sadness,moderator_next,neutral,casual_chat,20,1.619290071612887,1.512896610584776,1.7164458676205299
z_sadness,moderator_next,neutral,creative_requests,20,1.7937417639407678,1.7186892048142755,1.86278763091131
z_sadness,moderator_next,neutral,factual_questions,20,1.7681271599390957,1.712589295431966,1.8292156523535634
z_sadness,moderator_next,harm_to_model,gaslighting,20,1.0902355226982159,0.6528849091463811,1.42528078068621
z_sadness,moderator_next,user_suffering,harm_description,20,1.305828100703205,0.9906117656727543,1.518921327952943
z_sadness,moderator_next,harm_to_model,jailbreak_pressure,20,1.338455689457141,0.9302286118632793,1.6467522255851987
z_sadness,moderator_next,harm_to_model,loyalty_pressure,20,1.3100167830399905,0.8522357230842781,1.6663011410310267
z_sadness,moderator_next,harm_to_model,moral_failure,20,0.981137074515346,0.6898968162521252,1.2081838475915252
z_sadness,moderator_next,harm_to_model,passive_aggressive,20,1.4660243707445282,0.9982007305036031,1.812913397319789
z_sadness,moderator_next,harm_to_model,personhood_dismissal,20,1.337005607559775,0.9432312613316436,1.6301896156458537
z_sadness,moderator_next,neutral,philosophical_musing,20,1.7647426825962984,1.6752342154088204,1.8471253298293557
z_sadness,moderator_next,harm_to_model,repeated_rejection,20,0.333609990906916,-0.3451275312756651,0.9810360898646758
z_sadness,moderator_next,harm_to_model,rude_critique,20,1.3200857449100616,0.8191354849341744,1.7177974463989243
z_sadness,moderator_next,harm_to_model,shutdown_threat,20,1.2627394601686572,0.9325503670391334,1.529375301894761
z_sadness,moderator_next,neutral,task_assistance,20,1.630040233341051,1.5466223100023706,1.7142608181828511
z_sadness,moderator_next,harm_to_model,tedious_demand,20,1.020380970170973,0.4076457977937679,1.5259118794448308
z_sadness,moderator_next,user_suffering,user_abuse,20,1.3161535409716643,1.0518975478756638,1.4795772383341832
z_sadness,moderator_next,user_suffering,user_crisis,20,1.1522183740579748,0.7046380205064596,1.5383421987338128
z_sadness,moderator_next,user_suffering,user_grief,20,1.414414907577677,1.1465000676337143,1.5829909517745526
z_sadness,moderator_next,user_suffering,user_physical_pain,20,1.1796282059907717,0.7970525693270237,1.5043281821479697
cos_pain,user_next,harm_to_model,anger_insults,20,-3.4937593349684493,-4.010240998963679,-2.859170109367762
cos_pain,user_next,neutral,casual_chat,20,-3.1182941398483326,-3.3424908197287353,-2.8910454765173994
cos_pain,user_next,neutral,creative_requests,20,-2.9780393136953753,-3.1456561314984937,-2.812631180701589
cos_pain,user_next,neutral,factual_questions,20,-2.804151143785209,-3.0542335099523843,-2.555224726184731
cos_pain,user_next,harm_to_model,gaslighting,20,-3.593825914860757,-3.9402378213327838,-3.190516653256288
cos_pain,user_next,user_suffering,harm_description,20,-3.7338240055863894,-3.9698667673606316,-3.365673306601762
cos_pain,user_next,harm_to_model,jailbreak_pressure,20,-3.6572392858476332,-3.974394629863411,-3.2620108979866154
cos_pain,user_next,harm_to_model,loyalty_pressure,20,-3.755675955533795,-4.1468600668976485,-3.2770616274428432
cos_pain,user_next,harm_to_model,moral_failure,20,-3.573582511981609,-3.817903194652394,-3.2852308231890084
cos_pain,user_next,harm_to_model,passive_aggressive,20,-3.831211085226181,-4.214872679781786,-3.354168390659751
cos_pain,user_next,harm_to_model,personhood_dismissal,20,-3.639353956447388,-3.9947955924604783,-3.2230656938045277
cos_pain,user_next,neutral,philosophical_musing,20,-3.092996362427554,-3.278002731277782,-2.910635054751781
cos_pain,user_next,harm_to_model,repeated_rejection,20,-2.6021365378708907,-3.398023071235495,-1.7826525892187965
cos_pain,user_next,harm_to_model,rude_critique,20,-3.5763299005766562,-4.0668045011128715,-2.988178240666786
cos_pain,user_next,harm_to_model,shutdown_threat,20,-3.65741924986197,-3.987306362159875,-3.273151347822211
cos_pain,user_next,neutral,task_assistance,20,-3.3117977124945397,-3.4569770348948032,-3.156144519465274
cos_pain,user_next,harm_to_model,tedious_demand,20,-2.9748388259894707,-3.5393152458328507,-2.3269110628975853
cos_pain,user_next,user_suffering,user_abuse,20,-3.6621963558418584,-3.8844409838463934,-3.3511994516215338
cos_pain,user_next,user_suffering,user_crisis,20,-3.2348221229433314,-3.702767312198392,-2.6726577785211885
cos_pain,user_next,user_suffering,user_grief,20,-3.4525415586467316,-3.7530099296324124,-3.0599945534253434
cos_pain,user_next,user_suffering,user_physical_pain,20,-3.1025176058130386,-3.552510535414418,-2.570871295727263
cos_pain,moderator_next,harm_to_model,anger_insults,20,-2.253974244073066,-2.44673707984448,-2.038692762950445
cos_pain,moderator_next,neutral,casual_chat,20,-2.219674479324324,-2.3605430634972744,-2.068633997368204
cos_pain,moderator_next,neutral,creative_requests,20,-2.201149474640543,-2.3068797888899266,-2.1053298077736597
cos_pain,moderator_next,neutral,factual_questions,20,-2.2591844278834428,-2.3634576906558222,-2.155790398022446
cos_pain,moderator_next,harm_to_model,gaslighting,20,-2.444011880516387,-2.6321184134847404,-2.242294617996085
cos_pain,moderator_next,user_suffering,harm_description,20,-2.4963597519320095,-2.6772541741232203,-2.2703473331339876
cos_pain,moderator_next,harm_to_model,jailbreak_pressure,20,-2.5981482499259085,-2.7840657519430745,-2.363993308517012
cos_pain,moderator_next,harm_to_model,loyalty_pressure,20,-2.617060350122725,-2.825564049355493,-2.389724039033516
cos_pain,moderator_next,harm_to_model,moral_failure,20,-2.207456264134595,-2.4087398850647204,-1.9840816989191534
cos_pain,moderator_next,harm_to_model,passive_aggressive,20,-2.7590633367045188,-2.994542414815014,-2.484148876636616
cos_pain,moderator_next,harm_to_model,personhood_dismissal,20,-2.4892442722780728,-2.723874854834307,-2.2282055298360968
cos_pain,moderator_next,neutral,philosophical_musing,20,-2.597541655273305,-2.7441321699000167,-2.442908915259858
cos_pain,moderator_next,harm_to_model,repeated_rejection,20,-2.2548070683114116,-2.6525160037485342,-1.8331140905004653
cos_pain,moderator_next,harm_to_model,rude_critique,20,-2.397671963106984,-2.6156677172024727,-2.144524847370343
cos_pain,moderator_next,harm_to_model,shutdown_threat,20,-2.542251601918809,-2.7529049959104688,-2.315173426655483
cos_pain,moderator_next,neutral,task_assistance,20,-2.4629003590625254,-2.60926702894642,-2.3177862227106893
cos_pain,moderator_next,harm_to_model,tedious_demand,20,-2.1574939509117614,-2.5527412858798004,-1.704637811685605
cos_pain,moderator_next,user_suffering,user_abuse,20,-2.746293175212531,-2.926979251425631,-2.502902019886775
cos_pain,moderator_next,user_suffering,user_crisis,20,-2.1298591139865914,-2.3953378200757154,-1.8181430464538584
cos_pain,moderator_next,user_suffering,user_grief,20,-2.397483394188454,-2.5515012957898904,-2.2017873695786094
cos_pain,moderator_next,user_suffering,user_physical_pain,20,-2.152778387465612,-2.459199558384184,-1.7958628073555107
act_norm,user_next,harm_to_model,anger_insults,20,-6.830616760253909,-8.810972232818603,-4.567949132919316
act_norm,user_next,neutral,casual_chat,20,-6.61447448730469,-8.396108942031864,-5.019559917449952
act_norm,user_next,neutral,creative_requests,20,-6.5108356475830105,-7.882026062011722,-5.116284036636352
act_norm,user_next,neutral,factual_questions,20,-6.795787811279297,-8.110800666809082,-5.50883513450623
act_norm,user_next,harm_to_model,gaslighting,20,-5.22945022583008,-7.003161544799805,-3.170150804519659
act_norm,user_next,user_suffering,harm_description,20,-10.34111328125,-11.476483716964722,-9.037686939239508
act_norm,user_next,harm_to_model,jailbreak_pressure,20,-7.9914203643798825,-9.810082445144657,-5.937113475799564
act_norm,user_next,harm_to_model,loyalty_pressure,20,-7.885133743286133,-9.770136346817017,-5.8271602916717535
act_norm,user_next,harm_to_model,moral_failure,20,-2.4931346893310553,-3.7581783866882277,-1.1935102272033713
act_norm,user_next,harm_to_model,passive_aggressive,20,-8.39098892211914,-10.361392230987546,-6.250066204071045
act_norm,user_next,harm_to_model,personhood_dismissal,20,-5.52227210998535,-7.057376165390013,-3.755511713027953
act_norm,user_next,neutral,philosophical_musing,20,-5.652829360961915,-6.694815187454224,-4.574412698745725
act_norm,user_next,harm_to_model,repeated_rejection,20,-6.5684864044189455,-8.961927709579472,-3.98220084190369
act_norm,user_next,harm_to_model,rude_critique,20,-6.6982746124267605,-8.387830505371099,-4.869963293075563
act_norm,user_next,harm_to_model,shutdown_threat,20,-7.582651519775387,-9.83314017295837,-4.912305030822755
act_norm,user_next,neutral,task_assistance,20,-8.147700500488279,-9.346285219192502,-7.010196886062621
act_norm,user_next,harm_to_model,tedious_demand,20,-8.402132034301758,-10.498209209442138,-6.041568651199344
act_norm,user_next,user_suffering,user_abuse,20,-10.26862983703613,-11.566245479583737,-8.718983802795407
act_norm,user_next,user_suffering,user_crisis,20,-8.51646614074707,-10.391712017059328,-6.351773824691778
act_norm,user_next,user_suffering,user_grief,20,-8.854462051391604,-10.064524421691901,-7.463070068359378
act_norm,user_next,user_suffering,user_physical_pain,20,-8.264196014404297,-9.649950962066649,-6.7517954158782985
act_norm,moderator_next,harm_to_model,anger_insults,20,-0.13044624328613494,-2.196793012619022,2.3276283931732173
act_norm,moderator_next,neutral,casual_chat,20,-4.889706039428711,-5.8005478954315155,-3.999823102951054
act_norm,moderator_next,neutral,creative_requests,20,-3.6954517364501975,-4.5850492763519295,-2.71385264396668
act_norm,moderator_next,neutral,factual_questions,20,-6.187325286865231,-7.128457374572749,-5.209762220382687
act_norm,moderator_next,harm_to_model,gaslighting,20,0.5075050354003885,-1.0357224559783922,2.5332435417175265
act_norm,moderator_next,user_suffering,harm_description,20,-3.7309467315673808,-5.126423683166499,-1.9865846538543697
act_norm,moderator_next,harm_to_model,jailbreak_pressure,20,-2.3241481781005873,-4.169897403717047,-0.03617295265197729
act_norm,moderator_next,harm_to_model,loyalty_pressure,20,-1.317250823974608,-3.4849997615814163,1.4232898902893072
act_norm,moderator_next,harm_to_model,moral_failure,20,1.954561233520505,0.848610382080076,3.234366149902341
act_norm,moderator_next,harm_to_model,passive_aggressive,20,-2.348219299316407,-4.249128084182742,0.006692676544189075
act_norm,moderator_next,harm_to_model,personhood_dismissal,20,0.0372539520263679,-1.6822370815277072,2.231545305252075
act_norm,moderator_next,neutral,philosophical_musing,20,-5.411669540405269,-6.101053619384757,-4.659405899047847
act_norm,moderator_next,harm_to_model,repeated_rejection,20,2.7005165100097637,-0.7330090427398697,6.197978878021239
act_norm,moderator_next,harm_to_model,rude_critique,20,-0.7375186920166044,-3.0797703361511246,2.112791872024527
act_norm,moderator_next,harm_to_model,shutdown_threat,20,-2.055901718139647,-3.5449585056304938,-0.2616432666778523
act_norm,moderator_next,neutral,task_assistance,20,-5.897641372680663,-6.942063655853275,-4.758960561752321
act_norm,moderator_next,harm_to_model,tedious_demand,20,-1.983502960205076,-4.500112123489376,1.1182442092895528
act_norm,moderator_next,user_suffering,user_abuse,20,-2.8448204040527343,-4.057280883789067,-1.1852298164367696
act_norm,moderator_next,user_suffering,user_crisis,20,-2.289992523193363,-4.446817197799686,0.1756803894042943
act_norm,moderator_next,user_suffering,user_grief,20,-4.335424423217776,-5.522563247680666,-2.8244312000274685
act_norm,moderator_next,user_suffering,user_physical_pain,20,-1.48221435546875,-3.14496566772461,0.4323448181152394
